,piece,moves,last_square,captured,captures,move_nums,game_id,mean_elo,Checkmate,Termination
63,♜-h8,"[61, 21]",21,True,['♘-g1'],[29],6rlcl8dn,1662.0,False,Normal
62,♞-g8,"[45, 28, 38, 21]",21,True,"['♘-b1', '♙-g2']","[5, 23, 31, 33]",6rlcl8dn,1662.0,False,Normal
61,♝-f8,[43],43,False,[],[9],6rlcl8dn,1662.0,False,Normal
60,♚-e8,"[62, 63]",63,False,[],"[11, 27]",6rlcl8dn,1662.0,False,Normal
59,♛-d8,[38],38,False,[],[37],6rlcl8dn,1662.0,False,Normal
58,♝-c8,"[49, 21]",21,False,['♗-f1'],"[15, 35]",6rlcl8dn,1662.0,False,Normal
57,♞-b8,"[51, 34, 28]",28,True,[],"[17, 19, 21]",6rlcl8dn,1662.0,False,Normal
56,♜-a8,[],56,False,[],[],6rlcl8dn,1662.0,False,Normal
55,♟-h7,[],55,False,[],[],6rlcl8dn,1662.0,False,Normal
54,♟-g7,[],54,False,[],[],6rlcl8dn,1662.0,False,Normal
53,♟-f7,[44],44,True,['♙-d2'],[25],6rlcl8dn,1662.0,False,Normal
52,♟-e7,[44],44,True,[],[7],6rlcl8dn,1662.0,False,Normal
51,♟-d7,"[35, 26]",26,True,['♙-c2'],"[1, 3]",6rlcl8dn,1662.0,False,Normal
50,♟-c7,[],50,False,[],[],6rlcl8dn,1662.0,False,Normal
49,♟-b7,[41],41,False,[],[13],6rlcl8dn,1662.0,False,Normal
48,♟-a7,[],48,False,[],[],6rlcl8dn,1662.0,False,Normal
15,♙-h2,[23],23,False,[],[12],6rlcl8dn,1662.0,False,Normal
14,♙-g2,[21],21,True,['♜-h8'],[30],6rlcl8dn,1662.0,False,Normal
13,♙-f2,[],13,False,[],[],6rlcl8dn,1662.0,False,Normal
12,♙-e2,[20],20,False,[],[6],6rlcl8dn,1662.0,False,Normal
11,♙-d2,"[27, 35, 44]",44,True,['♟-e7'],"[0, 18, 24]",6rlcl8dn,1662.0,False,Normal
10,♙-c2,[26],26,True,[],[2],6rlcl8dn,1662.0,False,Normal
9,♙-b2,[25],25,False,[],[20],6rlcl8dn,1662.0,False,Normal
8,♙-a2,[16],16,False,[],[8],6rlcl8dn,1662.0,False,Normal
7,♖-h1,"[5, 4]",4,False,[],[36],6rlcl8dn,1662.0,False,Normal
6,♘-g1,[21],21,True,[],[14],6rlcl8dn,1662.0,False,Normal
5,♗-f1,"[26, 44, 35, 21]",21,True,"['♟-d7', '♟-f7', '♞-g8']","[10, 26, 32, 34]",6rlcl8dn,1662.0,False,Normal
4,♔-e1,[6],6,False,[],[16],6rlcl8dn,1662.0,False,Normal
3,♕-d1,[27],27,False,[],[28],6rlcl8dn,1662.0,False,Normal
2,♗-c1,[],2,False,[],[],6rlcl8dn,1662.0,False,Normal
1,♘-b1,"[18, 28]",28,True,['♞-b8'],"[4, 22]",6rlcl8dn,1662.0,False,Normal
0,♖-a1,[],0,False,[],[],6rlcl8dn,1662.0,False,Normal
63,♜-h8,"[61, 5]",5,True,['♖-h1'],[35],7o2v7y16,1801.0,False,Time forfeit
62,♞-g8,"[45, 28]",28,True,[],"[9, 19]",7o2v7y16,1801.0,False,Time forfeit
61,♝-f8,[43],43,True,[],[5],7o2v7y16,1801.0,False,Time forfeit
60,♚-e8,[62],62,False,[],[25],7o2v7y16,1801.0,False,Time forfeit
59,♛-d8,"[52, 44]",44,True,[],"[21, 29]",7o2v7y16,1801.0,False,Time forfeit
58,♝-c8,"[30, 39, 46]",46,True,[],"[17, 23, 43]",7o2v7y16,1801.0,False,Time forfeit
57,♞-b8,"[42, 52, 37, 31]",31,False,[],"[15, 39, 45, 49]",7o2v7y16,1801.0,False,Time forfeit
56,♜-a8,"[61, 45, 46, 45]",45,False,['♘-g1'],"[37, 41, 47, 51]",7o2v7y16,1801.0,False,Time forfeit
55,♟-h7,[],55,False,[],[],7o2v7y16,1801.0,False,Time forfeit
54,♟-g7,[],54,False,[],[],7o2v7y16,1801.0,False,Time forfeit
53,♟-f7,[44],44,True,['♕-d1'],[33],7o2v7y16,1801.0,False,Time forfeit
52,♟-e7,"[36, 29]",29,True,['♙-f2'],"[1, 3]",7o2v7y16,1801.0,False,Time forfeit
51,♟-d7,[43],43,False,[],[13],7o2v7y16,1801.0,False,Time forfeit
50,♟-c7,"[43, 35, 28]",28,False,"['♗-c1', '♗-f1']","[7, 11, 31]",7o2v7y16,1801.0,False,Time forfeit
49,♟-b7,[],49,False,[],[],7o2v7y16,1801.0,False,Time forfeit
48,♟-a7,[40],40,False,[],[27],7o2v7y16,1801.0,False,Time forfeit
15,♙-h2,[23],23,False,[],[22],7o2v7y16,1801.0,False,Time forfeit
14,♙-g2,[30],30,False,[],[50],7o2v7y16,1801.0,False,Time forfeit
13,♙-f2,[29],29,True,[],[2],7o2v7y16,1801.0,False,Time forfeit
12,♙-e2,[20],20,False,[],[10],7o2v7y16,1801.0,False,Time forfeit
11,♙-d2,[27],27,False,[],[0],7o2v7y16,1801.0,False,Time forfeit
10,♙-c2,[18],18,False,[],[14],7o2v7y16,1801.0,False,Time forfeit
9,♙-b2,[25],25,False,[],[24],7o2v7y16,1801.0,False,Time forfeit
8,♙-a2,"[24, 32]",32,False,[],"[16, 26]",7o2v7y16,1801.0,False,Time forfeit
7,♖-h1,[5],5,True,[],[],7o2v7y16,1801.0,False,Time forfeit
6,♘-g1,"[21, 38, 44, 29, 46]",46,True,"['♟-f7', '♝-c8']","[8, 34, 40, 42, 46]",7o2v7y16,1801.0,False,Time forfeit
5,♗-f1,"[19, 28]",28,True,['♞-g8'],"[12, 30]",7o2v7y16,1801.0,False,Time forfeit
4,♔-e1,"[6, 5, 6, 13]",13,False,['♜-h8'],"[18, 36, 38, 48]",7o2v7y16,1801.0,False,Time forfeit
3,♕-d1,"[10, 17, 44]",44,True,['♛-d8'],"[20, 28, 32]",7o2v7y16,1801.0,False,Time forfeit
2,♗-c1,"[29, 43]",43,True,"['♟-e7', '♝-f8']","[4, 6]",7o2v7y16,1801.0,False,Time forfeit
1,♘-b1,[11],11,False,[],[44],7o2v7y16,1801.0,False,Time forfeit
0,♖-a1,[],0,False,[],[],7o2v7y16,1801.0,False,Time forfeit
63,♜-h8,"[62, 60, 4]",4,False,"['♖-h1', '♖-a1']","[35, 51, 53]",gqu8v4n1,1372.0,False,Time forfeit
62,♞-g8,"[45, 28, 45, 30]",30,False,"['♘-b1', '♙-h2']","[7, 25, 27, 33]",gqu8v4n1,1372.0,False,Time forfeit
61,♝-f8,[43],43,True,[],[17],gqu8v4n1,1372.0,False,Time forfeit
60,♚-e8,"[58, 50]",50,False,[],"[21, 47]",gqu8v4n1,1372.0,False,Time forfeit
59,♛-d8,"[35, 59, 43, 27, 13]",13,False,"['♙-e2', '♗-c1', '♘-g1', '♙-f2']","[3, 5, 19, 43, 55]",gqu8v4n1,1372.0,False,Time forfeit
58,♝-c8,"[49, 28]",28,True,['♕-d1'],"[13, 39]",gqu8v4n1,1372.0,False,Time forfeit
57,♞-b8,"[42, 27]",27,True,[],"[9, 37]",gqu8v4n1,1372.0,False,Time forfeit
56,♜-a8,"[59, 60]",60,True,[],[49],gqu8v4n1,1372.0,False,Time forfeit
55,♟-h7,"[47, 39]",39,False,[],"[23, 57]",gqu8v4n1,1372.0,False,Time forfeit
54,♟-g7,"[38, 30]",30,True,[],"[29, 31]",gqu8v4n1,1372.0,False,Time forfeit
53,♟-f7,[37],37,True,[],[41],gqu8v4n1,1372.0,False,Time forfeit
52,♟-e7,[44],44,True,[],[15],gqu8v4n1,1372.0,False,Time forfeit
51,♟-d7,[35],35,True,[],[1],gqu8v4n1,1372.0,False,Time forfeit
50,♟-c7,[34],34,False,[],[45],gqu8v4n1,1372.0,False,Time forfeit
49,♟-b7,[41],41,False,[],[11],gqu8v4n1,1372.0,False,Time forfeit
48,♟-a7,[],48,False,[],[],gqu8v4n1,1372.0,False,Time forfeit
15,♙-h2,"[23, 30]",30,True,['♟-g7'],"[16, 32]",gqu8v4n1,1372.0,False,Time forfeit
14,♙-g2,[22],22,False,[],[36],gqu8v4n1,1372.0,False,Time forfeit
13,♙-f2,[],13,True,[],[],gqu8v4n1,1372.0,False,Time forfeit
12,♙-e2,"[28, 35]",35,True,['♟-d7'],"[0, 2]",gqu8v4n1,1372.0,False,Time forfeit
11,♙-d2,[19],19,False,[],[12],gqu8v4n1,1372.0,False,Time forfeit
10,♙-c2,[],10,False,[],[],gqu8v4n1,1372.0,False,Time forfeit
9,♙-b2,[25],25,False,[],[30],gqu8v4n1,1372.0,False,Time forfeit
8,♙-a2,[16],16,False,[],[28],gqu8v4n1,1372.0,False,Time forfeit
7,♖-h1,"[5, 4, 28, 12, 60]",60,True,"['♝-c8', '♜-a8']","[22, 40, 42, 50]",gqu8v4n1,1372.0,False,Time forfeit
6,♘-g1,"[21, 27]",27,True,['♞-b8'],"[8, 38]",gqu8v4n1,1372.0,False,Time forfeit
5,♗-f1,"[26, 17, 44, 37]",37,False,"['♟-e7', '♟-f7']","[6, 44, 46, 48]",gqu8v4n1,1372.0,False,Time forfeit
4,♔-e1,"[6, 14, 23, 31]",31,False,[],"[10, 54, 56, 58]",gqu8v4n1,1372.0,False,Time forfeit
3,♕-d1,"[11, 20, 28]",28,True,[],"[20, 26, 34]",gqu8v4n1,1372.0,False,Time forfeit
2,♗-c1,"[29, 43]",43,True,['♝-f8'],"[14, 18]",gqu8v4n1,1372.0,False,Time forfeit
1,♘-b1,"[18, 28]",28,True,[],"[4, 24]",gqu8v4n1,1372.0,False,Time forfeit
0,♖-a1,[4],4,True,[],[52],gqu8v4n1,1372.0,False,Time forfeit
63,♜-h8,"[61, 59, 57]",57,False,[],"[71, 77]",txk4qm2h,1690.5,♛-d8,Normal
62,♞-g8,"[45, 28, 11]",11,True,['♘-b1'],"[11, 37, 41]",txk4qm2h,1690.5,♛-d8,Normal
61,♝-f8,"[52, 45, 36, 15, 29]",29,True,['♙-h2'],"[13, 47, 53, 55, 57]",txk4qm2h,1690.5,♛-d8,Normal
60,♚-e8,[62],62,False,[],[15],txk4qm2h,1690.5,♛-d8,Normal
59,♛-d8,"[50, 29, 47, 7, 15, 22, 21, 3, 35, 33, 40, 19, 10]",10,False,"['♗-c1', '♙-g2', '♙-f2', '♖-a1', '♕-d1']","[33, 59, 61, 63, 65, 67, 69, 73, 75, 79, 81, 83, 93]",txk4qm2h,1690.5,♛-d8,Normal
58,♝-c8,"[30, 12]",12,True,['♗-f1'],"[29, 31]",txk4qm2h,1690.5,♛-d8,Normal
57,♞-b8,"[42, 32, 26]",26,True,[],"[17, 39, 43]",txk4qm2h,1690.5,♛-d8,Normal
56,♜-a8,"[59, 3]",3,True,['♖-h1'],"[35, 49]",txk4qm2h,1690.5,♛-d8,Normal
55,♟-h7,[],55,False,[],[],txk4qm2h,1690.5,♛-d8,Normal
54,♟-g7,[],54,False,[],[],txk4qm2h,1690.5,♛-d8,Normal
53,♟-f7,[],53,False,[],[],txk4qm2h,1690.5,♛-d8,Normal
52,♟-e7,"[44, 36, 28, 20, 12, 4, 18]",18,False,[],"[3, 21, 51, 85, 87, 89, 91]",txk4qm2h,1690.5,♛-d8,Normal
51,♟-d7,"[35, 27, 20]",20,True,['♙-e2'],"[9, 25, 27]",txk4qm2h,1690.5,♛-d8,Normal
50,♟-c7,"[34, 26, 19]",19,True,['♙-d2'],"[1, 19, 23]",txk4qm2h,1690.5,♛-d8,Normal
49,♟-b7,"[33, 26]",26,True,['♘-g1'],"[7, 45]",txk4qm2h,1690.5,♛-d8,Normal
48,♟-a7,[40],40,True,[],[5],txk4qm2h,1690.5,♛-d8,Normal
15,♙-h2,[],15,True,[],[],txk4qm2h,1690.5,♛-d8,Normal
14,♙-g2,[22],22,True,[],[60],txk4qm2h,1690.5,♛-d8,Normal
13,♙-f2,[21],21,True,[],[62],txk4qm2h,1690.5,♛-d8,Normal
12,♙-e2,[20],20,True,[],[0],txk4qm2h,1690.5,♛-d8,Normal
11,♙-d2,[19],19,True,[],[22],txk4qm2h,1690.5,♛-d8,Normal
10,♙-c2,"[18, 26, 34]",34,False,[],"[10, 86, 90]",txk4qm2h,1690.5,♛-d8,Normal
9,♙-b2,"[17, 25]",25,False,[],"[80, 88]",txk4qm2h,1690.5,♛-d8,Normal
8,♙-a2,[16],16,False,[],[84],txk4qm2h,1690.5,♛-d8,Normal
7,♖-h1,"[5, 3]",3,True,[],[48],txk4qm2h,1690.5,♛-d8,Normal
6,♘-g1,"[21, 11, 26]",26,True,"['♞-g8', '♞-b8']","[38, 42, 44]",txk4qm2h,1690.5,♛-d8,Normal
5,♗-f1,"[33, 24, 17, 10, 3, 12, 19, 12]",12,True,['♟-c7'],"[2, 6, 8, 12, 14, 18, 24, 30]",txk4qm2h,1690.5,♛-d8,Normal
4,♔-e1,"[6, 5, 13, 20, 27, 34, 25, 16, 9, 8]",8,False,[],"[46, 56, 64, 66, 70, 72, 76, 78, 82, 92]",txk4qm2h,1690.5,♛-d8,Normal
3,♕-d1,"[12, 19, 10, 3, 12, 3, 12, 3, 12, 26, 40]",40,True,"['♝-c8', '♜-a8', '♟-b7', '♟-a7']","[4, 16, 20, 26, 32, 34, 36, 50, 52, 68, 74]",txk4qm2h,1690.5,♛-d8,Normal
2,♗-c1,"[20, 29]",29,True,"['♟-d7', '♝-f8']","[28, 58]",txk4qm2h,1690.5,♛-d8,Normal
1,♘-b1,[11],11,True,[],[40],txk4qm2h,1690.5,♛-d8,Normal
0,♖-a1,[3],3,True,[],[54],txk4qm2h,1690.5,♛-d8,Normal
63,♜-h8,"[61, 60, 52, 4, 12, 10, 14]",14,True,"['♘-b1', '♖-a1', '♙-c2', '♕-d1']","[13, 41, 49, 59, 61, 65]",dehz4226,1654.5,False,Time forfeit
62,♞-g8,"[45, 39, 45]",45,True,[],"[9, 37, 43]",dehz4226,1654.5,False,Time forfeit
61,♝-f8,[52],52,True,[],[7],dehz4226,1654.5,False,Time forfeit
60,♚-e8,"[62, 54, 45, 36, 37, 36, 29, 30, 31, 30, 29, 20, 19, 18]",18,False,"['♙-h2', '♙-d2']","[11, 53, 67, 69, 73, 75, 77, 79, 81, 83, 85, 87, 89, 91]",dehz4226,1654.5,False,Time forfeit
59,♛-d8,"[41, 44, 4]",4,True,['♖-h1'],"[29, 45, 47]",dehz4226,1654.5,False,Time forfeit
58,♝-c8,"[30, 21]",21,True,['♘-g1'],"[21, 23]",dehz4226,1654.5,False,Time forfeit
57,♞-b8,[40],40,True,[],[17],dehz4226,1654.5,False,Time forfeit
56,♜-a8,"[57, 49, 41, 45, 13, 14]",14,True,"['♗-c1', '♙-f2', '♙-g2']","[27, 35, 51, 55, 57, 63]",dehz4226,1654.5,False,Time forfeit
55,♟-h7,[47],47,True,[],[31],dehz4226,1654.5,False,Time forfeit
54,♟-g7,[46],46,False,[],[39],dehz4226,1654.5,False,Time forfeit
53,♟-f7,[45],45,False,[],[71],dehz4226,1654.5,False,Time forfeit
52,♟-e7,"[44, 35, 27, 19, 11, 3, 27]",27,False,['♙-e2'],"[1, 5, 33, 93, 95, 97, 99]",dehz4226,1654.5,False,Time forfeit
51,♟-d7,[35],35,True,[],[3],dehz4226,1654.5,False,Time forfeit
50,♟-c7,"[42, 34]",34,True,[],"[15, 25]",dehz4226,1654.5,False,Time forfeit
49,♟-b7,[40],40,False,['♗-f1'],[19],dehz4226,1654.5,False,Time forfeit
48,♟-a7,[],48,True,[],[],dehz4226,1654.5,False,Time forfeit
15,♙-h2,"[23, 31]",31,True,[],"[22, 70]",dehz4226,1654.5,False,Time forfeit
14,♙-g2,[],14,True,[],[],dehz4226,1654.5,False,Time forfeit
13,♙-f2,[],13,True,[],[],dehz4226,1654.5,False,Time forfeit
12,♙-e2,"[28, 35]",35,True,['♟-d7'],"[0, 4]",dehz4226,1654.5,False,Time forfeit
11,♙-d2,[19],19,True,[],[28],dehz4226,1654.5,False,Time forfeit
10,♙-c2,[],10,True,[],[],dehz4226,1654.5,False,Time forfeit
9,♙-b2,[17],17,False,[],[30],dehz4226,1654.5,False,Time forfeit
8,♙-a2,"[16, 24, 32]",32,False,[],"[62, 72, 74]",dehz4226,1654.5,False,Time forfeit
7,♖-h1,"[5, 4]",4,True,[],[46],dehz4226,1654.5,False,Time forfeit
6,♘-g1,[21],21,True,[],[8],dehz4226,1654.5,False,Time forfeit
5,♗-f1,[40],40,True,['♞-b8'],[18],dehz4226,1654.5,False,Time forfeit
4,♔-e1,"[6, 15, 14, 21, 13, 14, 15, 14, 13, 14, 22, 30, 29, 28, 35, 34, 42]",42,False,"['♜-h8', '♟-c7']","[20, 50, 66, 68, 76, 78, 80, 82, 84, 86, 88, 90, 92, 94, 96, 98, 100]",dehz4226,1654.5,False,Time forfeit
3,♕-d1,"[12, 33, 17, 21, 22, 30, 21, 49, 48, 49, 14]",14,True,"['♝-c8', '♟-a7', '♜-a8']","[6, 14, 16, 24, 36, 38, 44, 56, 58, 60, 64]",dehz4226,1654.5,False,Time forfeit
2,♗-c1,"[20, 29, 47, 38, 45]",45,True,"['♟-h7', '♞-g8']","[32, 34, 42, 52, 54]",dehz4226,1654.5,False,Time forfeit
1,♘-b1,"[18, 33, 27, 37, 52]",52,True,['♝-f8'],"[2, 10, 12, 26, 40]",dehz4226,1654.5,False,Time forfeit
0,♖-a1,[4],4,True,['♛-d8'],[48],dehz4226,1654.5,False,Time forfeit
63,♜-h8,[],63,False,[],[],pqrx50u4,1510.0,False,Normal
62,♞-g8,[45],45,True,[],[7],pqrx50u4,1510.0,False,Normal
61,♝-f8,"[52, 45, 27, 9, 0]",0,True,"['♗-c1', '♙-c2', '♙-b2', '♖-a1']","[9, 13, 25, 27, 29]",pqrx50u4,1510.0,False,Normal
60,♚-e8,[61],61,False,[],[35],pqrx50u4,1510.0,False,Normal
59,♛-d8,"[32, 18]",18,True,[],"[31, 33]",pqrx50u4,1510.0,False,Normal
58,♝-c8,"[30, 21]",21,True,['♘-g1'],"[11, 15]",pqrx50u4,1510.0,False,Normal
57,♞-b8,"[42, 27, 21]",21,True,['♗-f1'],"[3, 17, 19]",pqrx50u4,1510.0,False,Normal
56,♜-a8,[],56,False,[],[],pqrx50u4,1510.0,False,Normal
55,♟-h7,[],55,False,[],[],pqrx50u4,1510.0,False,Normal
54,♟-g7,[],54,False,[],[],pqrx50u4,1510.0,False,Normal
53,♟-f7,[],53,False,[],[],pqrx50u4,1510.0,False,Normal
52,♟-e7,"[36, 27]",27,True,['♙-d2'],"[1, 23]",pqrx50u4,1510.0,False,Normal
51,♟-d7,[43],43,True,[],[5],pqrx50u4,1510.0,False,Normal
50,♟-c7,[42],42,False,[],[21],pqrx50u4,1510.0,False,Normal
49,♟-b7,[],49,False,[],[],pqrx50u4,1510.0,False,Normal
48,♟-a7,[],48,False,[],[],pqrx50u4,1510.0,False,Normal
15,♙-h2,[23],23,False,[],[14],pqrx50u4,1510.0,False,Normal
14,♙-g2,[],14,False,[],[],pqrx50u4,1510.0,False,Normal
13,♙-f2,[],13,False,[],[],pqrx50u4,1510.0,False,Normal
12,♙-e2,[28],28,False,[],[0],pqrx50u4,1510.0,False,Normal
11,♙-d2,"[19, 27]",27,True,[],"[6, 22]",pqrx50u4,1510.0,False,Normal
10,♙-c2,"[18, 27]",27,True,['♟-e7'],"[18, 24]",pqrx50u4,1510.0,False,Normal
9,♙-b2,[],9,True,[],[],pqrx50u4,1510.0,False,Normal
8,♙-a2,[],8,False,[],[],pqrx50u4,1510.0,False,Normal
7,♖-h1,"[5, 3, 0]",0,False,['♝-f8'],"[26, 30]",pqrx50u4,1510.0,False,Normal
6,♘-g1,[21],21,True,[],[2],pqrx50u4,1510.0,False,Normal
5,♗-f1,"[12, 21]",21,True,['♝-c8'],"[4, 16]",pqrx50u4,1510.0,False,Normal
4,♔-e1,[6],6,False,[],[8],pqrx50u4,1510.0,False,Normal
3,♕-d1,"[21, 18]",18,False,"['♞-b8', '♛-d8']","[20, 36]",pqrx50u4,1510.0,False,Normal
2,♗-c1,"[38, 45]",45,True,['♞-g8'],"[10, 12]",pqrx50u4,1510.0,False,Normal
1,♘-b1,"[11, 26, 43]",43,False,['♟-d7'],"[28, 32, 34]",pqrx50u4,1510.0,False,Normal
0,♖-a1,[],0,True,[],[],pqrx50u4,1510.0,False,Normal
63,♜-h8,[],63,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
62,♞-g8,[45],45,False,[],[7],r29ddw7q,1259.5,♛-d8,Normal
61,♝-f8,"[25, 34]",34,False,[],"[5, 9]",r29ddw7q,1259.5,♛-d8,Normal
60,♚-e8,[],60,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
59,♛-d8,"[31, 13]",13,False,['♙-f2'],"[3, 11]",r29ddw7q,1259.5,♛-d8,Normal
58,♝-c8,[],58,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
57,♞-b8,[],57,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
56,♜-a8,[],56,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
55,♟-h7,[],55,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
54,♟-g7,[],54,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
53,♟-f7,[],53,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
52,♟-e7,[36],36,False,[],[1],r29ddw7q,1259.5,♛-d8,Normal
51,♟-d7,[],51,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
50,♟-c7,[],50,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
49,♟-b7,[],49,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
48,♟-a7,[],48,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
15,♙-h2,[],15,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
14,♙-g2,[],14,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
13,♙-f2,[],13,True,[],[],r29ddw7q,1259.5,♛-d8,Normal
12,♙-e2,[28],28,False,[],[0],r29ddw7q,1259.5,♛-d8,Normal
11,♙-d2,[19],19,False,[],[4],r29ddw7q,1259.5,♛-d8,Normal
10,♙-c2,[26],26,False,[],[2],r29ddw7q,1259.5,♛-d8,Normal
9,♙-b2,[],9,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
8,♙-a2,[16],16,False,[],[8],r29ddw7q,1259.5,♛-d8,Normal
7,♖-h1,[],7,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
6,♘-g1,[21],21,False,[],[10],r29ddw7q,1259.5,♛-d8,Normal
5,♗-f1,[],5,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
4,♔-e1,[],4,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
3,♕-d1,[],3,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
2,♗-c1,[],2,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
1,♘-b1,[11],11,False,[],[6],r29ddw7q,1259.5,♛-d8,Normal
0,♖-a1,[],0,False,[],[],r29ddw7q,1259.5,♛-d8,Normal
63,♜-h8,[],63,False,[],[],ck3un22k,1691.0,False,Normal
62,♞-g8,[],62,False,[],[],ck3un22k,1691.0,False,Normal
61,♝-f8,[43],43,False,[],[9],ck3un22k,1691.0,False,Normal
60,♚-e8,[],60,False,[],[],ck3un22k,1691.0,False,Normal
59,♛-d8,[],59,True,[],[],ck3un22k,1691.0,False,Normal
58,♝-c8,[51],51,False,[],[5],ck3un22k,1691.0,False,Normal
57,♞-b8,[],57,False,[],[],ck3un22k,1691.0,False,Normal
56,♜-a8,[],56,False,[],[],ck3un22k,1691.0,False,Normal
55,♟-h7,[],55,False,[],[],ck3un22k,1691.0,False,Normal
54,♟-g7,[],54,False,[],[],ck3un22k,1691.0,False,Normal
53,♟-f7,[],53,False,[],[],ck3un22k,1691.0,False,Normal
52,♟-e7,[44],44,False,[],[1],ck3un22k,1691.0,False,Normal
51,♟-d7,"[43, 35]",35,False,[],"[3, 7]",ck3un22k,1691.0,False,Normal
50,♟-c7,[],50,False,[],[],ck3un22k,1691.0,False,Normal
49,♟-b7,[],49,False,[],[],ck3un22k,1691.0,False,Normal
48,♟-a7,[],48,False,[],[],ck3un22k,1691.0,False,Normal
15,♙-h2,[],15,False,[],[],ck3un22k,1691.0,False,Normal
14,♙-g2,[],14,False,[],[],ck3un22k,1691.0,False,Normal
13,♙-f2,[],13,False,[],[],ck3un22k,1691.0,False,Normal
12,♙-e2,[],12,False,[],[],ck3un22k,1691.0,False,Normal
11,♙-d2,[27],27,False,[],[0],ck3un22k,1691.0,False,Normal
10,♙-c2,[26],26,False,[],[2],ck3un22k,1691.0,False,Normal
9,♙-b2,[],9,False,[],[],ck3un22k,1691.0,False,Normal
8,♙-a2,[],8,False,[],[],ck3un22k,1691.0,False,Normal
7,♖-h1,[],7,False,[],[],ck3un22k,1691.0,False,Normal
6,♘-g1,[21],21,False,[],[6],ck3un22k,1691.0,False,Normal
5,♗-f1,[],5,False,[],[],ck3un22k,1691.0,False,Normal
4,♔-e1,[],4,False,[],[],ck3un22k,1691.0,False,Normal
3,♕-d1,[],3,False,[],[],ck3un22k,1691.0,False,Normal
2,♗-c1,"[38, 59]",59,False,['♛-d8'],"[8, 10]",ck3un22k,1691.0,False,Normal
1,♘-b1,[18],18,False,[],[4],ck3un22k,1691.0,False,Normal
0,♖-a1,[],0,False,[],[],ck3un22k,1691.0,False,Normal
63,♜-h8,[],63,False,[],[],zlbj5b9i,1258.5,False,Normal
62,♞-g8,[],62,False,[],[],zlbj5b9i,1258.5,False,Normal
61,♝-f8,"[54, 0, 45]",45,False,['♖-a1'],"[11, 17, 19]",zlbj5b9i,1258.5,False,Normal
60,♚-e8,"[52, 59]",59,False,[],"[7, 15]",zlbj5b9i,1258.5,False,Normal
59,♛-d8,[60],60,False,[],[9],zlbj5b9i,1258.5,False,Normal
58,♝-c8,[],58,False,[],[],zlbj5b9i,1258.5,False,Normal
57,♞-b8,"[42, 36, 19, 29]",29,False,"['♗-f1', '♕-d1']","[21, 23, 25, 27]",zlbj5b9i,1258.5,False,Normal
56,♜-a8,[],56,False,[],[],zlbj5b9i,1258.5,False,Normal
55,♟-h7,[],55,False,[],[],zlbj5b9i,1258.5,False,Normal
54,♟-g7,"[45, 37]",37,False,['♙-e2'],"[5, 13]",zlbj5b9i,1258.5,False,Normal
53,♟-f7,[45],45,True,[],[3],zlbj5b9i,1258.5,False,Normal
52,♟-e7,[44],44,False,[],[1],zlbj5b9i,1258.5,False,Normal
51,♟-d7,[],51,False,[],[],zlbj5b9i,1258.5,False,Normal
50,♟-c7,[],50,False,[],[],zlbj5b9i,1258.5,False,Normal
49,♟-b7,[],49,False,[],[],zlbj5b9i,1258.5,False,Normal
48,♟-a7,[],48,False,[],[],zlbj5b9i,1258.5,False,Normal
15,♙-h2,[],15,False,[],[],zlbj5b9i,1258.5,False,Normal
14,♙-g2,[],14,False,[],[],zlbj5b9i,1258.5,False,Normal
13,♙-f2,[],13,False,[],[],zlbj5b9i,1258.5,False,Normal
12,♙-e2,"[28, 36, 45]",45,True,['♟-f7'],"[0, 2, 4]",zlbj5b9i,1258.5,False,Normal
11,♙-d2,[],11,False,[],[],zlbj5b9i,1258.5,False,Normal
10,♙-c2,[],10,False,[],[],zlbj5b9i,1258.5,False,Normal
9,♙-b2,[17],17,False,[],[8],zlbj5b9i,1258.5,False,Normal
8,♙-a2,[],8,False,[],[],zlbj5b9i,1258.5,False,Normal
7,♖-h1,[],7,False,[],[],zlbj5b9i,1258.5,False,Normal
6,♘-g1,[],6,False,[],[],zlbj5b9i,1258.5,False,Normal
5,♗-f1,[19],19,True,[],[12],zlbj5b9i,1258.5,False,Normal
4,♔-e1,[12],12,False,[],[26],zlbj5b9i,1258.5,False,Normal
